1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Track
44826.89289175188,45880.17414571931,24051.795786833263,50403.83194730663,35122.10072542438,20421.537211124567,24615.059747107,35924.14837171416,47824.84296856439,29118.913903106917,23680.332145730514,25596.033107761516,30077.62492628395,28201.68771763894,32009.86617921188,27843.389254020367,3
89948.985272525,91915.40234272508,48767.75130841152,103109.46889036524,70348.89702187742,41671.228906062715,49158.52685672365,71165.36154334087,86218.94850956781,48167.85283897553,37379.15752877683,41738.038270239624,49493.5348026198,47184.64430387549,56793.56983823417,48997.84016583445,3
90403.41858904585,90411.30875483857,50843.91544388717,99828.43397002626,70889.5857202513,43236.09688712322,48573.13466943916,71853.0129615084,85000.84549198694,48875.866696341836,39387.30530587499,41357.20924821011,51652.75802049137,46722.38787679528,57491.12307919539,47629.08639062481,3
89852.5598469448,92298.82416711142,48126.39035301094,102615.20476522503,70365.03498137415,40978.213069225916,49475.13931693308,71724.73630007938,85363.27902832974,48560.08125067726,39512.05039168005,41652.78871688709,51259.5461320336,46823.037782077525,57572.68459471281,48105.49147194523,3
90508.5164914747,91033.22369256303,50647.644775825116,101739.53047269947,70880.5779672358,43258.292169367334,48800.87659369429,71377.65841217738,86208.17496874035,48580.95777999852,37522.163989801884,41774.24809625722,49956.730002967124,47359.16672458252,56991.33807317473,48897.68199893022,3
90204.97980177162,91403.34622899846,49493.5348026198,100234.52046329028,70767.4557885475,42035.16000928402,49189.66283674989,72183.52820676901,84664.9881798015,49057.67578574131,40796.67220075992,41469.25854316456,52639.74400040436,46616.686477266136,58026.715579833464,47298.59349710864,3
90258.02049136406,92285.0778442714,49049.27152982611,103541.90809034207,70641.54841203075,41941.774420949754,49457.995528935855,71406.49216252472,86512.65043171054,48471.702453100974,37690.249108105796,42042.312567509725,49809.47671049556,47515.137197391654,57125.67205735113,49260.89784632896,3
90643.67749019593,90647.25376930878,51093.45031898622,99482.80894551384,71134.02439761453,43496.58411700537,48821.50725382653,71932.20519211354,85261.13155616898,49130.45306568778,39604.497206747204,41617.29414669206,51866.91008411766,47028.33855489952,57709.45491903483,47848.692279898205,3
90147.51346677703,92544.96157705327,48425.76961824532,102539.03002012134,70645.99640917736,41276.02771234843,49779.61477990327,71996.86878882274,85610.1093423497,48831.16320743122,39782.35003737808,41916.2934322707,51539.479379591874,47121.61238451152,57812.854088885084,48310.2558029003,3
90769.83073590169,91292.21335556667,50901.918220748696,101868.23181727313,71140.03701687302,43518.4217713382,49085.97309422173,71557.6346585315,86497.80887339222,48859.035832767,37777.04093182575,42069.53699225628,50214.199747347804,47678.68491157114,57268.85733233182,49156.06816483357,3
90471.14437474542,91614.97254550131,49787.415538718175,100268.62922532907,71035.38614933327,42326.67146047014,49457.101459157646,72376.71433409624,84927.06238353996,49327.34958259459,41056.868857964146,41745.481401143246,52902.55581170986,46916.870405300906,58285.526428881465,47524.92726146308,3
90491.52916568865,92488.79164323708,49286.22237279682,103459.60896725762,70893.89960693117,42186.816595413286,49728.406933356164,71571.6939057939,86754.07162357231,48723.047819500905,37960.32523635927,42306.53253871591,50064.331300774975,47791.583572814896,57372.010632993064,49466.176267406496,3
90900.92371713207,90860.28824571232,51380.89375268147,99655.92320632019,71405.08400262403,43784.20636465625,49095.71845480424,72132.81209859993,85540.55071360478,49392.92960082646,39845.046680575215,41898.210871006355,52108.30892423498,47327.56135792272,57977.005300164856,48099.85883234249,3
90389.87343190593,92740.56169278166,48697.87975524423,102594.57410509279,70914.4855635745,41548.07079411397,50049.04270756754,72194.54761678548,85846.74726089803,49093.6844460588,40068.139441983636,42172.69029291753,51811.54481310187,47397.3882076011,58078.28105429185,48512.11440707617,3
91027.45694249356,91539.40129749791,51170.45207863475,102242.46707468833,71414.56114227309,43788.699065291774,49376.92575179646,71803.43679230653,86771.30481854735,49120.79711208309,38023.71478363452,42340.97657692154,50459.7113084449,47971.71628138021,57549.10350431246,49401.222098019374,3
90718.51113063231,91830.44336205046,50075.39541428035,100521.00277197394,71304.97053920872,42619.05462969001,49721.43318908611,72578.86351095003,85179.12300576246,49596.710455025495,41313.53393954443,42006.46036940341,53159.28794852352,47195.462548191856,58565.72789737319,47747.21536007111,3
90767.41674750051,92777.03973973272,49560.344166796705,103979.55524677697,71174.86103473438,42464.04528189245,50033.93292831576,71870.42497043908,87017.44222848919,49003.115177525906,38241.823106029406,42576.116928591364,50344.21984484432,48075.58483786402,57673.826238373076,49701.27191558742,3
91202.11347366733,91178.0182931445,51698.444986158014,100377.14694465959,71700.26113990083,44095.901441085516,49400.171566029974,72444.61893375147,85833.38091771376,49677.98139786499,40095.14034928565,42186.526022735365,52364.43756394835,47632.528559270926,58295.383548186255,48369.84555361814,3
90688.11275817308,93086.03025508288,48999.94122981325,103356.36625961856,71206.08642173844,41835.782448742684,50341.40352504296,72484.58385283755,86122.52308398762,49398.53988868474,40392.82088194143,42472.248372107555,52133.70050593621,47694.77816757896,58447.17424478224,48771.75227066902,3
91291.98983812211,91855.87964724061,51418.84701476658,102518.91345011156,71676.165959378,44043.106620682076,49660.949368590045,72012.38089947474,87034.27309206405,49374.802336073204,38269.42751043171,42608.03521967354,50682.44644194203,48247.7379736588,57820.45368199989,49640.07283926879,3
91000.00900030244,92116.56804282285,50380.519077839745,100771.1858476622,71581.61808033206,42913.1812349774,49995.242058663614,72817.35662428816,85443.05240429073,49870.65343506973,41577.753910750616,42276.46944242352,53420.736303417245,47478.033301595846,58862.31319455066,47988.725958910705,3
91024.73002967001,93069.0205775524,49808.51558548398,104159.15151347537,71435.4153198499,42712.06023836854,50312.34625725106,72086.70044978862,87266.66417916586,49265.189381264376,38518.448295408285,42837.788800929644,50607.05400789428,48347.65027137403,57962.76723894683,49929.885557876296,3
91459.337348859,91437.61145324844,51968.81168708941,100539.30885068285,71959.29550639338,44368.54801995135,49659.54120868936,72642.27540996975,86101.91477559981,49934.04298234499,40320.33417467287,42445.9180171392,52590.570162602686,47908.594955038425,58566.420801451306,48618.55341417235,3
90899.98494386494,93268.30873111592,49233.65106983794,103071.64973874686,71439.90802048541,42080.198774361466,50573.258170277855,72612.72640379982,86333.00946152324,49635.87071131119,40642.19929482929,42690.289639269075,52370.69605239583,47931.99723148313,58673.35154692549,48950.655633289294,3
91530.46059971579,92089.34361807628,51657.65305252708,102673.83339093131,71927.06429088883,44291.568612047275,49927.82919738641,72228.56697184646,87299.52124351516,49628.82991180777,38491.55914682855,42859.96173142931,50918.72673257908,48520.76453218038,58068.44628673152,49883.41628115372,3
91244.49238115459,92322.22644355612,50651.153999704606,100949.10573352645,71839.78072879085,43190.3428662232,50246.52036983018,73027.15009774567,85689.99447703296,50128.81608352853,41813.74362870975,42521.19869246468,53668.43833547096,47743.97435712509,59104.784918401834,48209.561194129135,3
91242.21250322014,93289.76640579301,50015.89507054032,104330.85761438104,71671.74031397585,42932.56019742015,50562.79755387278,72258.38419894985,87510.92404257346,49519.95456456597,38775.04632175521,43087.18956556196,50863.22735109655,48612.74196061397,58200.925076118125,50141.78009531261,3
91676.68571194241,91628.6741648524,52200.44281487976,100601.55845899087,72196.91690169775,44618.28406075049,49904.13634826378,72811.6345777076,86345.99582505177,50169.71977588174,40508.714676942196,42680.298409497555,52784.002159118914,48175.18421115688,58740.406780291414,48830.15737893074,3
91178.06299663342,93533.91451047832,49513.31609646274,103675.66092916262,71720.37770991061,42358.9473794636,50856.946510904614,72941.87819264868,86579.34803716518,49911.11009253384,40908.497978269814,42946.35122374907,52651.590424965674,48207.90716503944,58925.412169147996,49170.44033651833,3
91796.89339362305,92404.61497361839,51897.93430542163,103400.77917585126,72192.73712548461,44540.20941736811,50201.88393615293,72490.6635273294,87575.00649392683,49894.83802257038,38731.728641000824,43125.25458636935,51155.342299382966,48807.85033796434,58328.77705440248,50132.39236264138,3
91536.89790211892,92637.1178194425,50947.80635211544,101685.64041681773,72123.3796624398,43483.26247731,50507.342875879156,73316.42637448625,85954.8850005728,50406.536508385725,42073.60500974715,42779.58485836803,53930.84781537626,48031.082514653506,59384.919331660196,48448.88132201211,3
91501.71625634626,93611.47506373824,50243.502884328715,104771.56695980633,71930.03707290138,43174.137851493106,50824.312963999866,72482.61689932548,87747.7631268219,49778.51954442496,39045.25656047542,43326.82261786731,51114.75153145213,48874.592646907884,58462.26167228958,50351.97590017032,3
91938.42463951405,91932.03204059984,52446.691983543875,100919.26615467861,72449.78218672064,44887.399063992394,50162.70132812278,72994.6283095632,86612.45097070349,50421.758046359784,40723.58199639106,42931.42025845293,52998.44479542313,48454.670423826035,59013.92507719101,49072.91967545982,3
91391.9691910707,93769.25602784826,49713.54302329338,103525.50190991187,71946.10797716475,42597.596955012916,51090.07520557347,73016.5330191294,86803.37957184072,50158.65566237637,41164.53721100536,43180.06106377376,52892.8328028718,48464.50519138637,59217.19184126757,49362.1512487115,3
91998.19320418754,92621.3598396015,52067.9416737487,103185.46482151328,72406.64331992189,44764.8668008884,50450.725907173866,72565.4748160213,87807.03995311738,50114.35450486595,38918.052782780265,43352.325958290814,51332.01048755771,49066.41531782333,58606.07279611502,50331.166426082425,3
91714.61662228307,92757.75018426779,51140.90307246483,101182.4802973843,72325.39472882685,43730.13749481887,50726.1217506077,73338.88987766384,86148.13818313339,50612.73135098593,42248.462706621016,42981.823442199646,54093.27794233298,48267.92159890194,59663.19855012877,48611.15498675764,3
91729.48053234584,93811.76904580224,50448.401325750514,104917.59090633284,72163.92572688172,43418.330659667336,51092.17626955226,72655.01590430927,87969.40302484072,50008.16136695878,39267.85758350582,43551.18942870968,51333.44099920285,49131.794170355104,58853.17133106844,50554.43800144649,3
92170.9051335937,92146.56408388187,52682.52523929182,101353.44879072295,72689.95168089292,45150.88142763155,50402.28967693922,73128.7611280395,86864.5562964149,50660.89936028712,40924.43477206645,43160.81621179774,53194.55900127399,48725.19358696861,59461.00466978606,49311.79276845369,3
91626.59545261806,93983.43044321901,49957.75818321207,103914.31050471193,72185.11518062535,42852.60800750351,51323.29330722014,73171.20709076013,87007.65216441777,50397.3946449035,41420.755257696546,43380.86913596024,53126.922622552236,48704.942906492106,59682.84573350498,49551.35876552567,3
92195.51440423899,92825.56537694519,52261.75364992066,103338.2389948653,72613.82163927813,44980.06939650409,50671.337624947744,72627.5456103737,88020.90144406575,50328.372458025515,39123.35355560226,43538.4265826257,51505.72824546436,49300.86276541505,59064.61883361565,50534.50024539236,3
91978.8589452337,93007.70974251149,51425.41842763644,101768.7218509581,72580.36107782854,44008.32730630962,50974.963721628636,73536.43459515985,86385.64781971548,50863.383813307744,42485.033569935986,43189.225279000435,54327.881852135884,48523.08911360373,60202.03205371286,48846.45180063866,3
91957.17775311206,94085.51086014639,50656.69723232952,105378.99796712375,72392.5840726595,43629.82286570345,51329.59649915654,72757.87863229259,88194.95447813923,50253.069430955584,39523.44978135226,43752.60099799645,51566.7708595718,49371.6060366161,59405.79586098145,50772.97100698602,3
92394.7131508247,92384.14077569733,52904.1874890551,101566.88559852667,72913.13384927915,45382.22198274398,50630.14335991661,73203.66182370923,87090.5547846025,50879.76764199349,41103.87457655365,43350.62722571221,53364.78988704561,48963.84316251793,59965.12591423106,49529.81168387076,3
91874.67746432751,94239.78260037693,50192.31738952606,104255.93456696684,72426.75988993167,43091.637562708565,51565.63092060458,73321.23199954415,87221.17837919932,50635.910109986085,41661.14826931337,43572.892972575784,53359.17959918733,48937.4010488273,60223.69089409005,49758.38062267073,3
92423.23397674966,93106.10212160375,52450.67059405692,103702.23715331998,72843.30699960077,45186.51010829331,50910.47893887507,72722.5628760532,88265.27306619562,50561.34469048318,39327.089706312385,43745.94017814877,51701.887154804135,49545.65907068957,59598.24438074165,50773.552152341865,3
92216.6144510048,93244.88410292675,51662.19045665151,101951.46971362468,72822.07284236823,44259.47150700945,51205.387855218396,73655.61409659554,86602.57149965424,51093.316208519485,42683.42765372129,43378.72336849253,54522.297325408144,48754.4073169717,60704.14164115687,49052.110201371936,3
92172.76032838349,94339.73960158105,50837.63460369523,105580.65540559954,72614.80511603417,43832.57553965754,51560.40061240204,72857.03097069633,88411.27466097768,50488.92503844798,39760.333569089606,43949.87749455899,51788.835440735274,49604.84649000722,59935.867480739056,50977.17654432971,3
92633.3180228851,92636.58137757557,53132.488206921604,101870.71286090766,73146.88839279275,45623.196139716645,50863.74144121903,73341.81795618749,87328.46675258479,51107.48721450415,41284.78959617491,43546.13793446278,53543.06740082114,49208.348895114534,60469.761248798524,49757.71007033707,3
92071.05989111184,94431.56056780346,50395.07006348015,104214.53913623562,72638.56502039016,43302.66038211112,51765.991957901955,73371.72459026868,87409.93886112439,50864.27788308595,41893.42759769292,43747.84007642747,53574.42689829194,49158.12452532346,60722.80534777705,49935.048810845474,3
92633.67565079637,93320.12007476331,52645.019012095814,103796.58386666584,73057.77198764944,45393.621372416186,51130.55421478203,72821.91638015704,88481.28032461171,50776.279065165414,39519.64998479486,43926.78814253666,51883.36096803677,49777.75958511348,60084.79715404477,50980.216381575636,3
92416.99784004664,93411.0916746964,51890.915857662665,101993.6251036674,73032.38040594822,44488.33101848734,51395.06475866613,73720.88119040504,86805.27947011942,51313.4138361709,42885.77799627519,43552.93286477719,54719.998505115334,48981.992779015636,61201.26678958736,49249.85608456804,3
92358.45862131818,94504.96369659468,51018.169643660745,105539.2599748683,72816.93194114351,44024.577024528626,51766.50604802443,72934.0103786004,88589.12749160857,50690.783642623865,39970.35055999167,44106.42911272396,51976.23246624857,49808.247364550516,60399.934399120146,51142.49004632116,3
92834.81899914969,92802.27485922276,53339.30889836656,101967.13828648785,73359.7217034962,45849.1722761598,51073.82548735446,73426.66517813983,87542.19413306644,51309.904612291415,41448.851400476866,43720.41448598081,53705.274010333305,49432.40278153453,60941.807739950156,49960.932130924724,3
92315.92325161974,94659.77187869215,50634.61370880767,104752.59032876376,72877.5498721063,43549.84832404236,52005.33443752938,73563.77077862869,87628.00248003037,51099.462938244695,42135.38523142162,43940.0203752542,53817.16684307657,49391.99082755933,61266.735049096955,50141.1318947234,3
92887.34559861966,93619.7452091867,52864.42373566911,104599.48087924492,73299.52845567804,45623.35260192783,51386.168764372924,73019.10346974176,88732.64804275609,51007.99959993358,39731.99155712027,44131.23954906935,52091.81333682696,50028.2108817352,60648.77637014108,51219.0894745695,3
92652.83109579458,93668.94139873283,52124.42453198726,102444.45978933094,73264.7938447945,44735.22838774066,51613.62011595012,73832.63991268158,87032.50730425207,51540.37344937008,43092.553984231236,43734.83136115448,54917.4091121446,49215.65791555142,61742.044894939056,49457.45908706893,3
92620.9128047124,94827.05233419566,51247.096210372,106132.54232794551,73064.07517958584,44258.82330642024,52025.92039417272,73163.18281450067,88822.12207581068,50931.757799596526,40207.92725180712,44300.12933017365,52204.26496318162,50047.29927150003,60914.58331520359,51361.4700867498,3
93124.69877299057,93172.21858170255,53615.24118366733,102878.10598350836,73625.21572413633,46110.86650024253,51325.46142643231,73694.77435288124,87833.66088076364,51574.79513583126,41669.08313859501,43950.77156433721,53934.28998402238,49703.06005514384,61403.05833852987,50237.624375536965,3
92580.99258911522,94996.925592056,50892.08345318836,105243.47934049122,73129.52108735098,43794.510518850155,52236.607937408444,73822.93925558797,87856.45966010806,51350.42832498888,42387.71407457758,44141.16372360751,54055.79406688143,49622.549071615824,61578.586587737394,50348.17610361292,3
93134.04180217288,93967.47129767791,53085.035453442986,104989.8317444124,73533.86414454748,45838.532845799076,51619.11864508613,73266.78315005102,88991.61535401527,51250.78424820713,39952.24564698287,44355.87458084519,52307.10533942048,50273.45422189882,60835.21227064279,51461.98588156532,3
92946.13068653712,94006.60920221916,52416.360666318025,102860.04577398846,73524.74463280971,45013.798178887155,51866.574807950834,74213.04425156645,87283.45033925181,51779.96179818652,43320.43001895309,43963.757927865736,55150.89543472474,49458.66608126952,61814.129270807425,49687.88322065869,3
92856.29902557124,95157.67933817857,51453.8945500725,106399.04217708614,73285.8938915603,44467.34273044381,52251.24833002667,73434.84591661047,89072.30515149893,51169.513305367625,40474.89648758131,44544.65741451472,52466.87560878701,50289.927457562386,60960.940833203895,51586.28393248128,3
93315.47091191661,93393.81377623246,53808.22614529445,102534.24674680791,73817.28426424078,46325.26443305784,51520.882728205055,73875.9352416915,88051.14335431378,51760.873408421685,41845.21488490282,44161.9731976954,54100.00581741403,49920.00608682705,61333.56676501832,50431.36929647557,3
92763.4498791039,95177.30416981032,51076.44064145573,104851.02741134494,73320.11441232139,44006.047428375176,52434.51028281573,74030.25168541094,88052.64092119229,51550.14116169705,42615.76892325508,44355.58400816727,54285.94997953773,49830.397943305725,61544.902508843246,50525.53719586578,3
93343.54470295248,94180.79634675937,53279.383871481885,104974.27493027151,73743.59056277163,46055.90356062693,51851.286214743406,73568.79992113113,89215.7586474131,51441.77990457772,40142.101364386246,44581.604848099334,52504.024208071736,50492.50131756083,60790.93346487683,51669.63358755512,3
93107.95731639354,94140.96553814001,52613.279534969275,102675.80034444337,73716.67906244744,45231.39241115957,52032.71532448713,74381.5093495261,87498.8988040565,51983.519134941,43526.58015806439,44189.59995384216,55363.84050415045,49674.8745053857,61782.523904147616,49878.81182179592,3
93023.64653630812,95301.6916277041,51626.517072500836,106240.56830889801,73489.0936004035,44663.83691595041,52452.79400978018,73682.07856203063,89260.39508109035,51363.92877863989,40693.29538265412,44753.42270772728,52676.199695610965,50486.4663465579,60890.823410847595,51747.2164925595,3
93507.9194316768,93565.94456028278,54029.150787490704,102747.03535402243,74037.91833375911,46556.2920637479,51729.3127452508,74145.0055414445,88287.91538332884,51970.8680475793,42029.59442491465,44395.370113297715,54292.566095896495,50149.31263319405,61289.84675286374,50638.39115362062,3
92938.46403818895,95327.46318906108,51283.44014685633,104923.17884244668,73536.12167073747,44236.337451498206,52634.200767779446,74274.10921741834,88248.15162994286,51763.53326601187,42843.309681810104,44570.54073459396,54509.020389201694,50040.88432084135,61503.372967645286,50677.573761650776,3
93537.11080993543,94391.10391033936,53476.05687094413,105295.8047742611,73966.03512359085,46273.38603417707,52075.38480465231,73835.83621213869,89444.72991761327,51652.802723980276,40344.85403834034,44816.11935092442,52698.73025402192,50721.00320112744,60762.1444180184,51850.995642065485,3
93308.05013275745,94337.90675853573,52839.7697615349,103008.6625228718,73939.57065815576,45477.23924842349,52241.12298978842,74625.07630885557,87715.64367003962,52204.041445737064,43730.204550052236,44422.61688978874,55568.202503705324,49900.76123485104,61777.71827908973,50056.53054196007,3
