1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,Track
8061.804838395696,2754.941911094417,3947.6980504629673,19420.31316999354,-11740.611403061319,7635.802940821999,1394.7265022667054,30317.012109400286,6005.690217696455,22056.813187219286,4020.8776618096426,6488.242028742079,-3157.5862357123183,8883.790240739614,34893.19651045758,12521.223726418464,9
17835.552136367816,8491.49477380452,9325.438359432026,43199.95411633899,-14658.251662045916,11949.041420107058,-75.19126834765297,51921.35893361079,-11479.4089173566,11871.950253480703,-4956.052298075235,-11001.014530779665,-26177.13376011059,-9234.086779843186,40250.462621505576,1585.185716770377,9
18052.67698200667,8836.158673305354,8150.474208649899,44941.82556174106,-7026.24851778132,6798.752462715204,-4338.361840052824,51479.37553875155,-15055.68803020573,13114.64018996241,-12304.367101713075,-13407.269228371291,-35791.46841662746,-6905.884373889491,44779.328379550985,-3478.154954690332,9
16783.902559745617,6518.439235501199,8560.516960682507,40167.73881527648,-21777.75165769478,15241.453378373788,2726.957527036372,58425.71657010515,-12995.863019926908,12635.172919651619,-9418.891002999664,-12814.568020649913,-29207.091534983105,-8911.461700375283,42801.46721618977,-1048.721498098552,9
18864.380581901143,10071.830162028094,9247.274309071816,46410.6033933882,-5320.34102920783,6937.400333571474,-4226.558414287379,48035.50816005566,-12640.716152276535,12368.941291444457,-6668.195923351756,-11269.369574710081,-30168.26125005022,-7787.772451373631,41793.09061683305,149.91315006174446,9
16950.73598036003,6671.973368164703,7934.243432789259,41139.14562930413,-17074.65405162025,12100.005102158202,136.79267606647923,58300.122118010775,-15286.246274262223,13504.454613262966,-14062.622375800895,-14303.037739162177,-35333.592931460495,-7309.266306074418,45831.514398040104,-4288.51744991749,9
18145.660238940745,8709.334875265942,9528.816882230865,43552.37407116581,-14241.279869232163,12167.417963435408,120.72177180311344,52376.015767576195,-11358.44127636448,12148.016649248202,-4883.2526663843,-10856.868130787389,-26107.55277962122,-8939.222566988774,40710.796798562624,1662.9250839859349,9
18323.177793404793,9054.825789311622,8310.780919883362,45277.079376826216,-6477.7143571036295,6864.846571069547,-4277.878019556763,51635.4354185385,-14929.691246711165,13370.679422697953,-12180.560789175128,-13245.442598514868,-35707.31409875323,-6621.927812329271,45176.22830584387,-3377.4603459191735,9
16953.932279817138,6661.579806992985,8645.542996590495,40319.06012523891,-21481.881616339877,15318.566896744598,2787.0390161322375,58553.32267920049,-12980.350909274926,12846.77688441001,-9484.180448553616,-12745.56818551638,-29295.760905237308,-8671.493371903107,43148.29923490277,-1095.436644010144,9
19054.43746500462,10224.291410957743,9369.225426819972,46575.64867444619,-5072.259017498376,7083.580742309183,-4092.291485344349,48202.989781259275,-12561.367459460194,12536.981706259456,-6598.860812051394,-11153.498131453769,-30089.471350845262,-7614.613487078368,41974.05033994321,182.5466969664928,9
17170.43127661124,6876.782402608682,8052.97589933585,41410.182882569185,-16615.817441441708,12133.2644979077,168.88978110430017,58399.20740118116,-15207.00934016816,13725.558069414863,-14035.800282454526,-14180.393717335906,-35334.710518683256,-7076.517591061305,46116.27562240072,-4267.819734551876,9
18324.34008411647,8860.924406161834,9619.184985063672,43700.99082004915,-13972.991880535112,12292.297159707208,194.5942872279033,52502.280772004226,-11323.751368969843,11869.692727290718,-4923.016419770292,-10776.982996104121,-26136.654750902027,-8717.91794513678,40986.25969722983,1617.5510427416616,9
18497.65551062292,9204.96245681792,8418.359865946753,45423.3715442862,-6112.419797470546,6910.868812903025,-4243.322222628859,51660.26820662835,-14853.94118475213,13494.91041838055,-12159.281928453676,-13140.322344341559,-35680.44730191795,-6428.093484412848,45367.69334884803,-3378.354415697386,9
17246.94129788176,6920.681228718905,8805.425024679307,40697.452807122805,-20834.75391086983,15380.481228885797,2802.0817401506592,58711.86360262199,-12918.190707944717,12932.048789507007,-9561.98687100254,-12661.436219386605,-29354.76951059932,-8441.96330809156,43439.92244481116,-1136.4073915967217,9
19274.915072311767,10363.542778914307,9526.581707785333,46720.82325468341,-4651.800352549595,7166.259845049363,-4066.6540344541118,48335.110942734595,-12505.33163611074,12477.011975885865,-6715.671028574829,-11101.083290706074,-30167.30012503864,-7308.68516071858,42346.36334733526,108.96475421962192,9
17361.516339959664,7017.888965355035,8200.76563367434,41568.65675075731,-16169.542511647049,12132.54924208513,166.67695840322477,58477.304396308,-15135.774330589096,14096.93230353979,-14179.544351046605,-14133.991495846689,-35403.82211253907,-6870.903893816936,46366.01166319987,-4320.636906699766,9
18553.803092694652,9019.241812138775,9821.244754939647,43897.52970904466,-13621.465995486498,12431.325010219218,294.81950936550015,52772.08867932423,-11215.010132194773,12231.768635722237,-5047.694450341994,-10715.515698852027,-26155.810195900227,-8491.472422060064,41284.007285118976,1588.627885416494,9
18767.75399062085,9395.399319577136,8702.607000184895,45682.674131712214,-5782.843325477043,7051.39423029354,-4088.6257992536785,52002.16048981673,-14646.964031095986,13875.828847387893,-12133.890346752447,-13009.117604388906,-35550.315445699154,-6190.8520687642185,45658.646006422765,-3267.802687621437,9
17392.764078708184,7008.612991406083,9047.69558283038,40765.49151724476,-20913.47675484142,15595.214437867933,3031.9247283845816,59091.03859556182,-12694.807373858379,13310.709692324364,-9528.638068275222,-12515.166403671075,-29220.72609910084,-8217.663552482552,43781.59121055499,-1009.2259656460245,9
19424.381187484407,10516.406359244153,9804.548001831532,46828.53631121353,-4830.077866325124,7464.9685579500865,-3758.7364028378015,48610.842062335265,-12215.742434947782,12712.062920577875,-6425.210109378113,-10870.346232693939,-29810.70039399867,-7219.389941619628,42405.99780154202,369.0273009571196,9
17490.955292100345,7166.773935171836,8480.743584721517,41666.37857751591,-16247.103064906963,12338.341753285142,394.3294756805272,58647.55763382407,-14894.442545705146,14342.913251270444,-13918.386568830798,-13907.2330483476,-35195.21328153769,-6734.066514261546,46459.15138234513,-4112.564517565313,9
18587.129543677514,9060.12315274753,10100.798022842173,43797.25978341816,-14353.21740546434,12898.78939375751,804.8639660911521,53183.02550113505,-10874.190732740251,12398.825573781201,-4597.865593178939,-10426.865270956192,-25690.648042040833,-8471.422907283653,41249.54089516889,1943.9535670225105,9
18851.483625350433,9593.525182428979,8967.922206869389,45773.44456594522,-6004.3714647735915,7328.287640605884,-3798.880135879533,51950.974995014076,-14320.02506494821,13974.690613113717,-11516.602220130233,-12651.60145182627,-35095.99388790058,-6178.312740124791,45483.81066129335,-2879.932866088494,9
17431.96903848279,7057.451553040928,9327.159443755085,40676.64333303492,-21503.518104972616,16046.809082842958,3540.8739496319236,59533.334914843435,-12468.540664737304,13417.618086054097,-9095.505964220281,-12248.510092319262,-28958.07075000653,-8187.399290490066,43683.19883146272,-772.0739569752166,9
19506.52384835766,10705.256248147041,10096.2829704622,46902.386474893865,-5363.748116940036,7967.324014583113,-3229.044762735935,48825.865843995314,-11775.301310455956,12783.633206323768,-5565.025575760076,-10416.96344816249,-29102.015984298705,-7259.690136872547,42222.7134970085,937.0298310553827,9
17619.500174462817,7397.019254805953,8743.309526838008,41823.91367243692,-16332.263211281683,12665.548940366381,743.866055472619,58747.29111758365,-14629.060283787285,14466.518398108292,-13253.891557918974,-13541.089122425214,-34863.28987637638,-6667.391260551365,46343.190532110995,-3786.0725863066423,9
18670.479198751356,9192.132555500575,10360.167665501556,43813.53185338162,-14955.239290623582,13473.430391959,1430.9586800287582,53675.32267276319,-10536.768798442936,12478.353080553185,-3871.0315669812644,-10040.202443623835,-25172.75812301137,-8457.475418743541,41173.07557738729,2363.6522726598114,9
